Serial,ProductName,Timestamp,branch,delayEstBranchDelay,delayEstFrac,delayEstFracCorr,delayEstFracDeltaInt,delayEstFracStep,delayEstInt,delayEstIntCorr,delayEstTrainingSigEnable,delayEstimationEnable,dohGain,dpGainCtrlType,dpGainLoopEnable,dpTsEnable,dpd,dpdAutoStart,dpdNomPwr,dpdRestartCounter,gainAutoStart,gainStateMachine,ganBoostModeEnable,ganBoostModeState,islastDelEstFracSuccess,linearizationStateMachine,powerBackoff,powerClass,powerLevel,rfPower,runMode,shpAlgRestartCounter,shpAutoStart,shpGanAlgEnabled,shpGanAlgHwCapablility,status,statusBit,torGainBackoff,torIqCompEnable,torSupported,torTemp,trxCtrlVer,txAtt,txAttPeak,txDpdGainDefault,txDpdPma,txPma,txPmb,txTorPmb,dir,boardName,log_type,nodeName,elog_time_e10,elog_id,abn,subId,recoveryAction,desc,torStepBit,tsaDpGainCtrlDeviceType,DpaVddSv,IDpaSv.0,IDpaSv.1,IMpaSv.0,IMpaSv.1,PaVddSv,elog_time_e27,time_diff,LinAlarm,PA Status Pattern 2,Symptoms
CN39713437,Radio 2271 B3,,0,0,26,8190,-1,71,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,80,48.8,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,-120,FALSE,TRUE,364,15.1.12.0,1984,0,40,-1000,-1000,-44.6804,-51.0538,VIL_0429,BXP_2049,elog,LMAIZ0032,4/2/2025 7:43,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27843,121,98,442,4,49714,4/2/2025 7:43,0 days 00:00:01,0,Normal,DPD idle
CN39713437,Radio 2271 B3,,0,0,27,8190,-1,70,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,80,48.8,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,0,FALSE,TRUE,349,15.1.12.0,1984,0,40,-1000,-1000,-1000,-63.2804,VIL_0429,BXP_2049,elog,LMAIZ0032,4/2/2025 7:45,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27921,122,99,425,4,49765,4/2/2025 7:45,0 days 00:00:01,0,Normal,DPD idle
CN39713437,Radio 2271 B3,,0,0,26,8191,-1,71,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,80,48.8,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,-120,FALSE,TRUE,370,15.1.12.0,1984,0,40,-1000,-1000,-23.9396,-31.1353,VIL_0429,BXP_2049,elog,LMAIZ0032,4/2/2025 8:21,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27914,122,98,435,4,49554,4/2/2025 8:21,0 days 00:00:01,0,Normal,DPD idle
CN39713437,Radio 2271 B3,,0,0,25,8192,-1,71,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,TRUE,ns=stopped,0,80,48.8,29.219,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,0,FALSE,TRUE,338,15.1.12.0,1984,0,40,-24.0866,-20.1254,-20.9348,-29.081,VIL_0429,BXP_2049,elog,LMAIZ0032,4/4/2025 5:13,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27914,123,99,440,5,49554,4/4/2025 5:13,0 days 00:00:00,0,Normal,DPD idle
CN39713438,Radio 2271 B3,,0,0,27,7980,-1,69,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,2,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,1.89259,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,502,16.1.1,1988,0,40,-26.5232,-22.4705,-25.1899,-54.8374,VIL_0708,BXP_4,elog,LO01INMP603705,4/15/2025 19:27,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27941,126,102,16,2,48722,4/15/2025 19:27,0 days 00:00:00,0,Normal,Tx gain low
CN39713438,Radio 2271 B3,,0,0,31,8167,-1,65,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,4,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,1.3813,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,479,16.1.1,1988,0,40,-28.0251,-23.9288,-26.5741,-55.3487,VIL_0708,BXP_4,elog,LO01INMP603705,6/25/2025 17:12,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27984,125,101,17,2,48582,6/25/2025 17:12,0 days 00:00:00,0,Normal,Tx gain low
CN39713446,Radio 2271 B3,,0,0,29,8179,-1,67,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,80,48.99,4.56065,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,388,16.1.1,1983,0,40,-25.3824,-21.3849,-21.3861,-53.9294,VIL_0714,BXP_4,elog,LI01IDAS100692,2/23/2025 19:46,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27933,126,101,13,1,49992,2/23/2025 19:46,0 days 00:00:00,0,Normal,Tx gain low
CN39713446,Radio 2271 B3,,0,0,30,8184,-1,67,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,1,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,20,44.03,5.46031,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,428,16.1.1,1983,0,40,-22.907,-18.9119,-17.4942,-48.0697,VIL_0714,BXP_4,elog,LI01IDAS100692,5/19/2025 3:02,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27921,123,101,16,1,46597,5/19/2025 3:02,0 days 00:00:00,0,Normal,Tx gain low
CN39713446,Radio 2271 B3,,0,0,31,8173,-1,66,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,1,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,20,44.03,-2.29735,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,547,16.1.1,1983,0,40,-20.4215,-16.4266,-16.4275,-55.8273,VIL_0714,BXP_4,elog,LI01IDAS100692,6/24/2025 11:47,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27984,125,104,6,1,46546,6/24/2025 11:47,0 days 00:00:00,0,Normal,Tx gain low
CN39713446,Radio 2271 B3,,0,0,31,8173,-1,66,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,TRUE,ns=stopped,0,20,44.03,4.48408,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,-120,FALSE,TRUE,548,16.1.1,1983,0,40,-20.4213,-16.4265,-16.4272,-47.8459,VIL_0714,BXP_4,elog,LI01IDAS100692,6/24/2025 11:47,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27882,125,104,15,1,46703,6/24/2025 11:47,0 days 00:00:00,0,Normal,Tx gain low
CN39713446,Radio 2271 B3,,0,0,30,8178,-1,66,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,1,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,20,44.03,10.3687,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,517,16.1.1,1983,0,40,-14.4193,-10.4239,-10.4244,-43.1613,VIL_0714,BXP_4,elog,LI01IDAS100692,6/27/2025 7:45,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27921,123,101,5,2,46617,6/27/2025 7:45,0 days 00:00:00,0,Normal,Tx gain low
CN39713446,Radio 2271 B3,,0,0,30,8174,-1,67,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,1,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,TRUE,ns=stopped,0,20,44.03,16.2137,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,497,16.1.1,1983,0,40,-15.6175,-11.6224,-11.6229,-37.3163,VIL_0714,BXP_4,elog,LI01IDAS100692,6/28/2025 6:33,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27972,122,102,9,1,47746,6/28/2025 6:33,0 days 00:00:00,0,Normal,Tx gain low
CN39713452,Radio 2271 B3,,1,0,42,8178,-1,55,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,,0,FALSE,TRUE,484,16.1.1,1981,0,40,-1000,-1000,-25.7891,-58.5771,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:41,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,17367,102,75,14,1,48757,3/19/2025 13:41,0 days 00:00:00,6,PA abnormal,"PaVdd drop, Tx gain low"
CN39713452,Radio 2271 B3,,0,0,29,8189,-1,67,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,0,FALSE,TRUE,467,16.1.1,1981,0,40,-1000,-1000,-1000,-62.7199,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:45,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,8921,0,0,0,0,8800,3/19/2025 13:45,0 days 00:00:00,6,Normal,"PaVdd drop, DPD idle"
CN39713452,Radio 2271 B3,,1,0,42,8188,-1,55,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,0,FALSE,TRUE,467,16.1.1,1981,0,40,-1000,-1000,-1000,-63.0458,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:45,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,4316,0,0,0,1,4519,3/19/2025 13:45,0 days 00:00:02,6,Normal,PaVdd drop
CN39713452,Radio 2271 B3,,0,0,29,8189,-1,67,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,-120,FALSE,TRUE,463,16.1.1,1981,0,40,-1000,-1000,-1000,-61.7101,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:45,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,4375,0,0,0,0,4417,3/19/2025 13:45,0 days 00:00:00,6,Normal,"PaVdd drop, DPD idle"
CN39713452,Radio 2271 B3,,1,0,42,8188,-1,55,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,-120,FALSE,TRUE,463,16.1.1,1981,0,40,-1000,-1000,-1000,-62.495,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:45,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,3816,0,0,0,0,4398,3/19/2025 13:45,0 days 00:00:01,6,Normal,PaVdd drop
CN39713452,Radio 2271 B3,,1,0,43,8185,-1,54,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,0,FALSE,TRUE,414,16.1.1,1981,0,40,-1000,-1000,-1000,-63.1074,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:55,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,3996,0,0,0,0,4328,3/19/2025 13:55,0 days 00:00:00,6,Normal,PaVdd drop
CN39713452,Radio 2271 B3,,0,0,29,8186,-1,67,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,0,FALSE,TRUE,414,16.1.1,1981,0,40,-1000,-1000,-1000,-62.9311,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:55,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,3539,0,0,0,0,4433,3/19/2025 13:55,0 days 00:00:02,6,Normal,"PaVdd drop, DPD idle"
CN39713452,Radio 2271 B3,,1,0,43,8185,-1,54,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,-120,FALSE,TRUE,412,16.1.1,1981,0,40,-1000,-1000,-1000,-62.3781,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:56,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,1914,0,0,0,0,4554,3/19/2025 13:56,0 days 00:00:00,6,Normal,PaVdd drop
CN39713452,Radio 2271 B3,,0,0,29,8186,-1,67,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,-120,FALSE,TRUE,412,16.1.1,1981,0,40,-1000,-1000,-1000,-62.2778,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:56,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,1710,0,0,0,0,4363,3/19/2025 13:56,0 days 00:00:02,6,Normal,"PaVdd drop, DPD idle"
CN39713452,Radio 2271 B3,,1,0,42,8185,-1,55,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,0,FALSE,TRUE,388,16.1.1,1981,0,40,-1000,-1000,-1000,-62.8349,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:58,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,17316,0,0,1,1,48687,3/19/2025 13:58,0 days 00:00:01,6,Normal,PaVdd drop
CN39713452,Radio 2271 B3,,0,0,29,8189,-1,68,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,0,FALSE,TRUE,388,16.1.1,1981,0,40,-1000,-1000,-1000,-62.5275,VIL_0708,BXP_2,elog,LO01INMP604124,3/19/2025 13:58,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,17367,0,0,0,0,48703,3/19/2025 13:58,0 days 00:00:01,6,Normal,"PaVdd drop, DPD idle"
CN39713452,Radio 2271 B3,,0,0,26,8185,-1,70,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,0,FALSE,TRUE,518,16.1.1,1981,0,40,-1000,-1000,-1000,-62.7904,VIL_0708,BXP_2,elog,LO01INMP604124,3/20/2025 12:21,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,2480,0,0,0,0,4519,3/20/2025 12:21,0 days 00:00:00,6,Normal,"PaVdd drop, DPD idle"
CN39713452,Radio 2271 B3,,1,0,37,8187,-1,59,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,0,FALSE,TRUE,517,16.1.1,1981,0,40,-1000,-1000,-1000,-63.0194,VIL_0708,BXP_2,elog,LO01INMP604124,3/20/2025 12:21,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,2269,0,0,0,1,4539,3/20/2025 12:21,0 days 00:00:01,6,Normal,PaVdd drop
CN39713452,Radio 2271 B3,,0,0,26,8185,-1,70,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,-120,FALSE,TRUE,515,16.1.1,1981,0,40,-1000,-1000,-1000,-61.841,VIL_0708,BXP_2,elog,LO01INMP604124,3/20/2025 12:21,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,1445,0,0,0,0,4453,3/20/2025 12:21,0 days 00:00:00,6,Normal,"PaVdd drop, DPD idle"
CN39713452,Radio 2271 B3,,1,0,37,8187,-1,59,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,47.23,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE | EXT_TDD_TX_OFF,-120,FALSE,TRUE,515,16.1.1,1981,0,40,-1000,-1000,-1000,-62.4593,VIL_0708,BXP_2,elog,LO01INMP604124,3/20/2025 12:21,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,1292,0,0,0,0,4417,3/20/2025 12:21,0 days 00:00:02,6,Normal,PaVdd drop
CN39730049,Radio 2271 B3,,0,0,28,8186,-1,68,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,20,43.01,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,0,FALSE,TRUE,490,15.1.12.0,1982,0,40,-1000,-1000,-1000,-61.6877,VIL_0714,BXP_2050,elog,LMBDP0P05,4/2/2025 8:59,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27984,128,101,217,1,45992,4/2/2025 8:59,0 days 00:00:01,0,Normal,DPD idle
CN39730049,Radio 2271 B3,,0,0,30,8183,-1,67,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,20,43.01,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,-80,FALSE,TRUE,483,15.1.12.0,1982,0,40,-1000,-1000,-1000,-60.6265,VIL_0714,BXP_2050,elog,LMBDP0P05,4/2/2025 12:04,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27984,126,100,273,1,45937,4/2/2025 12:04,0 days 00:00:01,0,Normal,DPD idle
CN39730049,Radio 2271 B3,,0,0,31,8179,-1,66,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,45.04,25.6639,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,0,FALSE,TRUE,475,15.1.12.0,1982,0,40,-24.9302,-20.9809,-20.2392,-28.8761,VIL_0714,BXP_2050,elog,LMBDP0P05,4/2/2025 12:27,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27953,125,100,415,1,47156,4/2/2025 12:27,0 days 00:00:00,0,Normal,DPD idle
CN39730049,Radio 2271 B3,,0,0,40,8185,-1,56,624,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,40,45.04,26.3805,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,-120,FALSE,TRUE,476,15.1.12.0,1982,0,40,-23.4992,-19.5029,-19.5164,-26.9595,VIL_0714,BXP_2050,elog,LMBDP0P05,4/2/2025 12:28,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27984,125,98,442,2,47207,4/2/2025 12:28,0 days 00:00:00,0,Normal,DPD idle
CN39730049,Radio 2271 B3,,0,0,0,0,0,0,0,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,FALSE,ns=stopped,0,20,43.01,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,0,FALSE,TRUE,465,15.1.12.0,1883,0,40,-1000,-1000,-1000,-62.1549,VIL_0714,BXP_2050,elog,LMBDP0P05,4/2/2025 12:30,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,28023,126,100,268,1,46078,4/2/2025 12:30,0 days 00:00:00,0,Normal,DPD idle
CN39730049,Radio 2271 B3,,0,0,0,0,0,0,0,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,FALSE,ns=stopped,0,20,43.01,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,-120,FALSE,TRUE,465,15.1.12.0,1652,0,40,-1000,-1000,-1000,-60.8396,VIL_0714,BXP_2050,elog,LMBDP0P05,4/2/2025 12:31,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,28003,125,100,399,1,45867,4/2/2025 12:31,0 days 00:00:00,0,Normal,DPD idle
CN39732809,Radio 2271 B3,,1,0,42,8183,-2,118,623,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=paused,FALSE,NORMAL,TRUE,ns=stopped,0,80,48.99,0,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,0,FALSE,TRUE,468,16.1.1,1985,0,40,-1000,-1000,-1000,-61.0046,VIL_0714,BXP_3,elog,LO01INAS000741,4/1/2025 11:38,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27894,126,99,279,1,49835,4/1/2025 11:38,0 days 00:00:00,0,Normal,DPD idle
CN39732809,Radio 2271 B3,,0,0,28,8180,-2,133,623,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,80,48.99,22.419,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,0,FALSE,TRUE,468,16.1.1,1980,0,40,-19.3769,-15.3829,-15.3834,-36.071,VIL_0714,BXP_3,elog,LO01INAS000741,4/1/2025 11:38,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27851,126,99,54,1,50007,4/1/2025 11:38,0 days 00:00:02,0,Normal,DPD idle
CN39732809,Radio 2271 B3,,0,0,28,8180,-2,133,623,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,80,48.99,28.8466,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,-120,FALSE,TRUE,468,16.1.1,1980,0,40,-19.3773,-15.3833,-15.3837,-28.4434,VIL_0714,BXP_3,elog,LO01INAS000741,4/1/2025 11:38,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27933,127,100,175,1,50042,4/1/2025 11:38,0 days 00:00:01,0,Normal,DPD idle
CN39732809,Radio 2271 B3,,1,0,42,8183,-2,118,623,0,TRUE,FALSE,0,DEV_AD_PALAU903,TRUE,TRUE,off,TRUE,-950,0,TRUE,CtrlGainStateRamping=starting,FALSE,NORMAL,TRUE,ns=stopped,0,80,48.99,31.599,BF,0,TRUE,FALSE,FALSE,DPD_STATUS_OK,EXT_DPD_IDLE,-120,FALSE,TRUE,468,16.1.1,1985,0,40,-19.3818,-15.3846,-15.3852,-25.691,VIL_0714,BXP_3,elog,LO01INAS000741,4/1/2025 11:38,10,raiseFaultAndRollback,lin-ramping,no-suggested-action,ramping timeout.,,,27882,126,100,286,1,50027,4/1/2025 11:38,0 days 00:00:01,0,Normal,DPD idle
